WorkerId	DiscourseId	Expression.Lit	Expression.Met	Original.Expression	Discourse.MetLit	word1	word2	word3	word4	word5
w36	d188	pose question	frame question	met	lit	volume	atlas	surveys	records	data
w15	d188	pose question	frame question	met	lit	comprehensive	achieved	authorised	enquiries	mapping
w5	d188	pose question	frame question	met	lit	volume	atlas	plans	cosmographer	standard
w62	d188	pose question	frame question	met	lit	plan	atlas	surveys	enquiries	data
w53	d188	pose question	frame question	met	lit	volumes	comprehensive	enquiries	records	mapping
w34	d188	pose question	frame question	met	lit	comprehensive	data	standard	atlas	enquiries
w96	d650	have smile	wear smile	met	met	showered	hiss	howled	praised	glazed
w1	d650	have smile	wear smile	met	lit	rogue	hiss	made	intent	act
w3	d650	have smile	wear smile	met	met	mythic	wench	rogue	howled	glazed
w15	d650	have smile	wear smile	met	met	showered	hiss	howled	unicornian	peered
w61	d650	have smile	wear smile	met	met	show	rogue	act	mythic	praised
w16	d650	have smile	wear smile	met	met	showered	rogue	hiss	resplendent	unicornian
w7	d650	have smile	wear smile	met	met	breeches	showered	rogue	unicornian	mythic
w22	d650	have smile	wear smile	met	met	hiss	unicornian	mythic	resplendent	codpiece
w85	d650	have smile	wear smile	met	met	breeches	contempt	howled	silk	gold
w68	d650	have smile	wear smile	met	met	hiss of the arrow	sorely howled	unicornian codpiece	mythic trout	eyes glazed
w24	d837	invest money	pour money	met	lit	make	continue	work	support	accounted
w35	d837	invest money	pour money	met	lit	responsibility	infrastructure	political	parties	election
w1	d837	invest money	pour money	met	lit	that	expenses	are	required	accounted
w3	d837	invest money	pour money	met	lit	responsibility	infrastructure	electoral	commission	democratic
w78	d837	invest money	pour money	met	lit	politics	infrastructure	support	money	election
w7	d837	invest money	pour money	met	lit	politics	political	parties	campaigning	elections
w9	d837	invest money	pour money	met	lit	responsibility	infrastructure	independant	recognizing	resources
w67	d837	invest money	pour money	met	met	infrastructure	explore	support	dramatic	targeted
w97	d837	invest money	pour money	met	lit	infrastructure	democratic	political	expenses	accounted
w79	d837	invest money	pour money	met	lit	political	infrastructure	commission	elections	expenses
w24	d786	address question	tackle question	lit	lit	issue	we	construct	accomodates	provides
w1	d786	address question	tackle question	lit	lit	that	is	beginning	process	changing
w98	d786	address question	tackle question	lit	lit	model	various	accommodates	sample	construct
w3	d786	address question	tackle question	lit	lit	emerging	modelling	development	processes	system
w43	d786	address question	tackle question	lit	lit	construct	system	business	digital	client
w27	d786	address question	tackle question	lit	lit	issue	relates	affects	context	understanding
w58	d786	address question	tackle question	lit	lit	business	characteristics	development	information	functional
w99	d786	address question	tackle question	lit	lit	models	construct	systems	work	capture
w62	d786	address question	tackle question	lit	lit	system	context	work	development	information
w7	d786	address question	tackle question	lit	lit	construct	system	development	designs	sample
w1	d225	reject past	disown past	met	met	dance	punk	funk	service	issued
w100	d225	reject past	disown past	met	lit	propulsive	gorgeous	driving	keen	funk
w101	d225	reject past	disown past	met	lit	hit	greatest	cover	remains	recordings
w102	d225	reject past	disown past	met	lit	issued	cover	force	recordings	suggested
w3	d225	reject past	disown past	met	lit	issued	reissue	remains	driving	force
w103	d225	reject past	disown past	met	lit	dance	hit	funk	issued	reissue
w104	d225	reject past	disown past	met	lit	1981	propulsive	housed	reissue	unlikely
w105	d225	reject past	disown past	met	lit	issued	housed	cover	reissue	suggested
w106	d225	reject past	disown past	met	lit	in	was	remains	what	suggested
w107	d225	reject past	disown past	met	lit	propulsive	marine	issued	crepuscule	reissue
w1	d795	war displace	war uproot	lit	lit	famine	aid	and	relief	of
w108	d795	war displace	war uproot	lit	lit	food	supplies	containers	flour	beans
w109	d795	war displace	war uproot	lit	lit	shortages	victims	drought	war	famine
w110	d795	war displace	war uproot	lit	lit	food	relief	drought	monitor	response
w111	d795	war displace	war uproot	lit	lit	million	shortages	emergency	shipping	response
w112	d795	war displace	war uproot	lit	lit	million	mercy	corps	war	horn
w3	d795	war displace	war uproot	lit	lit	emergency	shipment	includes	assessment	distribution
w113	d795	war displace	war uproot	lit	lit	shortages	rushing	aid	includes	planned
w114	d795	war displace	war uproot	lit	lit	million	3,000	people	assessment	distribution
w115	d795	war displace	war uproot	lit	lit	severe	shortages	emergency	drought	assessment
w116	d482	colour match	colour harmonise	lit	lit	brush parameters	1 to 51 pixels	square brush	the brush delta	narrow feature
w117	d482	colour match	colour harmonise	lit	lit	size	number	pixels	match	width
w1	d482	colour match	colour harmonise	lit	lit	brush	places	several	used	that
w118	d482	colour match	colour harmonise	lit	lit	parameters	shape	pixelsdelta	mouse	possible
w3	d482	colour match	colour harmonise	lit	lit	parameters	appears	brush	size	possible
w119	d482	colour match	colour harmonise	lit	lit	paramenters	value	pixel	brush	square
w120	d482	colour match	colour harmonise	lit	lit	pixels	centre	middle	measure	colour
w121	d482	colour match	colour harmonise	lit	lit	mouse	pixel	delta	feature	press
w122	d482	colour match	colour harmonise	lit	lit	measure	square	centre	edge	possible
w123	d482	colour match	colour harmonise	lit	lit	brush	parameters	measure	pixels	paint
w124	d411	manage job	juggle job	lit	lit	charlie	born	raised	joining	available
w125	d411	manage job	juggle job	lit	lit	contacted	message	available	previously	bracknell
w126	d411	manage job	juggle job	lit	lit	knows	return	previously	contacted	local
w127	d411	manage job	juggle job	lit	lit	contacted	police	calling	worked	joining
w113	d411	manage job	juggle job	lit	lit	contacted	message	return	worked	joined
w128	d411	manage job	juggle job	lit	lit	enquiry	call	worked	available	constable
w129	d411	manage job	juggle job	lit	lit	contacted	available	policed	worked	knows
w130	d411	manage job	juggle job	lit	lit	contacted	calling	message	raised	worked
w131	d411	manage job	juggle job	lit	lit	contacted	calling	duty	constable	special
w107	d411	manage job	juggle job	lit	lit	enquiry	available	policed	local	constable
w132	d385	urge someone	push someone	met	lit	promoters	area	started	perform	party
w1	d385	urge someone	push someone	met	lit	back	mostly	rehearse	what	most
w101	d385	urge someone	push someone	met	lit	started	happen	work	party	preparing
w111	d385	urge someone	push someone	met	lit	happen	promoters	work	most	preparing
w3	d385	urge someone	push someone	met	lit	started	happen	perform	rehearse	work
w133	d385	urge someone	push someone	met	lit	started	hanging	focused	started	perform
w119	d385	urge someone	push someone	met	lit	work	new	york	area	perform
w134	d385	urge someone	push someone	met	lit	i	happen	met	started	called
w135	d385	urge someone	push someone	met	lit	hanging	out	things	perform	who
w136	d385	urge someone	push someone	met	lit	getting	more	work	rehearse	preparing
w124	d700	fate be	fate lie	lit	lit	invasion	conquest	muslims	loss	fear
w137	d700	fate be	fate lie	lit	lit	historian	notes	constant	conquest	taken
w138	d700	fate be	fate lie	lit	lit	historian	europe	assimilation	christianity	provinces
w108	d700	fate be	fate lie	lit	lit	threat	invasion	conquest	taken	loss
w127	d700	fate be	fate lie	lit	lit	historian	europe	threat	invasion	provinces
w103	d700	fate be	fate lie	lit	met	years	threat	not	only	fear
w129	d700	fate be	fate lie	lit	lit	historian	centuries	invasion	conquest	loss
w139	d700	fate be	fate lie	lit	lit	deeply	rooted	europe	christianity	threat
w140	d700	fate be	fate lie	lit	lit	easternmost	christian	christianity	heightened	similar
w141	d700	fate be	fate lie	lit	lit	converts	rulers	threat	assimilation	conversion
w137	d520	painting represent	painting capture	lit	lit	made	latter	aboriginal	painting	bought
w142	d520	painting represent	painting capture	lit	lit	gallery	artist	lecturer	painting	community
w143	d520	painting represent	painting capture	lit	lit	gallery	artist	lecturer	curator	bought
w127	d520	painting represent	painting capture	lit	lit	century	aboriginal	painting	artist	australian
w105	d520	painting represent	painting capture	lit	lit	made	paintings	here	bought	at
w144	d520	painting represent	painting capture	lit	lit	made	artist	here	collected	bought
w145	d520	painting represent	painting capture	lit	lit	made	aboriginal	bark	here	painting
w129	d520	painting represent	painting capture	lit	lit	century	painting	lecturer	collected	bought
w146	d520	painting represent	painting capture	lit	lit	made at the latter	end of the nineteenth century	aboriginal	lecturer/curator	museum
w147	d520	painting represent	painting capture	lit	lit	made	nineteenth	century	aboriginal	culture
w148	d187	war displace	war uproot	met	lit	stationed	taken	reviewing	determine	effect
w1	d187	war displace	war uproot	met	met	in	addition	government	i	took
w149	d187	war displace	war uproot	met	met	hope	preserve	recording	effect	self-guided
w150	d187	war displace	war uproot	met	lit	saigon	pictures	government	reviewing	presentation
w3	d187	war displace	war uproot	met	lit	stationed	government	civilians	determine	presentation
w127	d187	war displace	war uproot	met	lit	stationed	taken	reviewing	relevance	preserve
w151	d187	war displace	war uproot	met	lit	documentary	history	cultural	preserve	period
w152	d187	war displace	war uproot	met	lit	hope	preserve	documentary	probably	was
w153	d187	war displace	war uproot	met	lit	documentary	protfolio	i	underlying	recording
w154	d187	war displace	war uproot	met	lit	government	civilians	portfolio	documentary	multimedia
w137	d33	result appear	result emerge	lit	lit	officials	inclusion	development	fund	project
w155	d33	result appear	result emerge	lit	lit	hoping	use	stressed	been	is
w149	d33	result appear	result emerge	lit	lit	inclusion	fund	results	start	project
w156	d33	result appear	result emerge	lit	met	china	instant	project	ceo	malcolm
w157	d33	result appear	result emerge	lit	lit	officials	inclusion	development	project	illusion
w158	d33	result appear	result emerge	lit	lit	acc	icc	ceo	illusion	olympic
w3	d33	result appear	result emerge	lit	lit	development	funds	results	china	project
w145	d33	result appear	result emerge	lit	lit	cricket	china	development	results	project
w159	d33	result appear	result emerge	lit	lit	officials	roots	olympic	results	project
w131	d33	result appear	result emerge	lit	lit	officials	hoping	games	inclusion	expect
w160	d739	result appear	result emerge	lit	lit	hardware	processor	pipelined	encryption	results
w149	d739	result appear	result emerge	lit	lit	registers	inputs	interfacing	processor	encrypted
w161	d739	result appear	result emerge	lit	lit	nios	hardware	development	uart	pios
w143	d739	result appear	result emerge	lit	lit	complexity	development	algorithm	encryption	value
w103	d739	result appear	result emerge	lit	lit	nios	replaced	fig	1	shows
w106	d739	result appear	result emerge	lit	lit	was	used	are	clocked	registers
w162	d739	result appear	result emerge	lit	lit	algorithm	hardware	complexity	development	building
w163	d739	result appear	result emerge	lit	lit	considerable	constructed	fig.	encrypted	development
w164	d739	result appear	result emerge	lit	met	purely	values	period	development	considerable
w123	d739	result appear	result emerge	lit	lit	pre-constructed	hardware	design	pipelined	version
w1	d639	drink alcohol	abuse alcohol	lit	met	it	would	that	guardians	these
w165	d639	drink alcohol	abuse alcohol	lit	met	furnishes	designed	guardians	smoking	richly
w109	d639	drink alcohol	abuse alcohol	lit	met	furnishes	designed	pleasure	guardians	prohibited
w166	d639	drink alcohol	abuse alcohol	lit	met	timothy	bible	god	he	scriptures
w50	d639	drink alcohol	abuse alcohol	lit	met	rishly	furnishes	pleasure	morality	guardians
w3	d639	drink alcohol	abuse alcohol	lit	met	bible	god	scripture	{}	{}
w167	d639	drink alcohol	abuse alcohol	lit	met	"""richly furnishes us with everything to enjoy"""	self-appointed guardians	evangelical morality	ought to be	bible
w168	d639	drink alcohol	abuse alcohol	lit	met	bible	tells	us	evangelical	morality
w169	d639	drink alcohol	abuse alcohol	lit	met	furnishes	evangelical morality	prohibited	self appointed	scriptures
w170	d639	drink alcohol	abuse alcohol	lit	lit	approves	designed	certain	specifically	examples
w1	d308	result appear	result emerge	lit	met	marketed	effects	these	act	lobes
w108	d308	result appear	result emerge	lit	lit	methadone	opiod	heroin	drugs	lobes
w171	d308	result appear	result emerge	lit	lit	methadone	heroin	physeptone	effects	administration
w172	d308	result appear	result emerge	lit	lit	opiod	treatment	addiction	marketed	lobes
w144	d308	result appear	result emerge	lit	lit	it	is	effects	known	responses
w128	d308	result appear	result emerge	lit	lit	treatment	drugs	brain	depress	responses
w89	d308	result appear	result emerge	lit	lit	methadone	opiod	treatment	addiction	response
w173	d308	result appear	result emerge	lit	lit	marketed	drugs	treatment	effects	known
w174	d308	result appear	result emerge	lit	lit	methadone	opioid	physeptone	lobes	heroin
w175	d308	result appear	result emerge	lit	lit	physeptone	effects	lobe	admininstration	opiod
