WorkerId	DiscourseId	Input.Expression.Lit	Input.Expression.Met	Expression.Lit	Expression.Met	Original.Expression	Expression.MetLit
w34	d982	was attracting workers	was sucking workers	attract worker	suck worker	met	lit
w26	d982	was attracting workers	was sucking workers	attract worker	suck worker	met	lit
w5	d982	was attracting workers	was sucking workers	attract worker	suck worker	met	met
w24	d982	was attracting workers	was sucking workers	attract worker	suck worker	met	met
w33	d982	was attracting workers	was sucking workers	attract worker	suck worker	met	lit
w29	d483	results appearing	results emerging	result appear	result emerge	met	met
w5	d483	results appearing	results emerging	result appear	result emerge	met	met
w27	d483	results appearing	results emerging	result appear	result emerge	met	met
w35	d483	results appearing	results emerging	result appear	result emerge	met	lit
w33	d483	results appearing	results emerging	result appear	result emerge	met	met
w25	d483	results appearing	results emerging	result appear	result emerge	met	lit
w11	d483	results appearing	results emerging	result appear	result emerge	met	lit
w3	d483	results appearing	results emerging	result appear	result emerge	met	lit
w28	d483	results appearing	results emerging	result appear	result emerge	met	met
w26	d483	results appearing	results emerging	result appear	result emerge	met	met
w31	d483	results appearing	results emerging	result appear	result emerge	met	met
w30	d483	results appearing	results emerging	result appear	result emerge	met	met
w34	d483	results appearing	results emerging	result appear	result emerge	met	met
w32	d483	results appearing	results emerging	result appear	result emerge	met	lit
w24	d483	results appearing	results emerging	result appear	result emerge	met	met
w30	d754	decreases your appetite	dulls your appetite	decrease appetite	dull appetite	lit	lit
w35	d754	decreases your appetite	dulls your appetite	decrease appetite	dull appetite	lit	lit
w29	d754	decreases your appetite	dulls your appetite	decrease appetite	dull appetite	lit	met
w11	d754	decreases your appetite	dulls your appetite	decrease appetite	dull appetite	lit	met
w5	d754	decreases your appetite	dulls your appetite	decrease appetite	dull appetite	lit	met
w31	d754	decreases your appetite	dulls your appetite	decrease appetite	dull appetite	lit	met
w13	d754	decreases your appetite	dulls your appetite	decrease appetite	dull appetite	lit	met
w3	d754	decreases your appetite	dulls your appetite	decrease appetite	dull appetite	lit	lit
w27	d754	decreases your appetite	dulls your appetite	decrease appetite	dull appetite	lit	met
w24	d754	decreases your appetite	dulls your appetite	decrease appetite	dull appetite	lit	met
w32	d754	decreases your appetite	dulls your appetite	decrease appetite	dull appetite	lit	lit
w25	d754	decreases your appetite	dulls your appetite	decrease appetite	dull appetite	lit	lit
w34	d754	decreases your appetite	dulls your appetite	decrease appetite	dull appetite	lit	lit
w28	d754	decreases your appetite	dulls your appetite	decrease appetite	dull appetite	lit	met
w33	d754	decreases your appetite	dulls your appetite	decrease appetite	dull appetite	lit	met
w30	d844	fire that destroys	fire that devours	fire destroy	fire devour	met	met
w33	d844	fire that destroys	fire that devours	fire destroy	fire devour	met	lit
w35	d844	fire that destroys	fire that devours	fire destroy	fire devour	met	lit
w31	d844	fire that destroys	fire that devours	fire destroy	fire devour	met	met
w28	d844	fire that destroys	fire that devours	fire destroy	fire devour	met	met
w26	d844	fire that destroys	fire that devours	fire destroy	fire devour	met	met
w25	d844	fire that destroys	fire that devours	fire destroy	fire devour	met	lit
w34	d844	fire that destroys	fire that devours	fire destroy	fire devour	met	met
w5	d844	fire that destroys	fire that devours	fire destroy	fire devour	met	lit
w27	d844	fire that destroys	fire that devours	fire destroy	fire devour	met	lit
w11	d844	fire that destroys	fire that devours	fire destroy	fire devour	met	met
w29	d844	fire that destroys	fire that devours	fire destroy	fire devour	met	met
w3	d844	fire that destroys	fire that devours	fire destroy	fire devour	met	lit
w24	d844	fire that destroys	fire that devours	fire destroy	fire devour	met	met
w32	d844	fire that destroys	fire that devours	fire destroy	fire devour	met	met
w5	d986	factors external to the program affect	factors external to the program shape	factor affect	factor shape	lit	lit
w35	d986	factors external to the program affect	factors external to the program shape	factor affect	factor shape	lit	lit
w34	d986	factors external to the program affect	factors external to the program shape	factor affect	factor shape	lit	met
w13	d986	factors external to the program affect	factors external to the program shape	factor affect	factor shape	lit	met
w30	d986	factors external to the program affect	factors external to the program shape	factor affect	factor shape	lit	lit
w33	d986	factors external to the program affect	factors external to the program shape	factor affect	factor shape	lit	lit
w28	d986	factors external to the program affect	factors external to the program shape	factor affect	factor shape	lit	met
w32	d986	factors external to the program affect	factors external to the program shape	factor affect	factor shape	lit	met
w25	d986	factors external to the program affect	factors external to the program shape	factor affect	factor shape	lit	lit
w29	d986	factors external to the program affect	factors external to the program shape	factor affect	factor shape	lit	lit
w11	d986	factors external to the program affect	factors external to the program shape	factor affect	factor shape	lit	lit
w24	d986	factors external to the program affect	factors external to the program shape	factor affect	factor shape	lit	met
w31	d986	factors external to the program affect	factors external to the program shape	factor affect	factor shape	lit	met
w3	d986	factors external to the program affect	factors external to the program shape	factor affect	factor shape	lit	lit
w27	d986	factors external to the program affect	factors external to the program shape	factor affect	factor shape	lit	lit
w27	d623	caused so much excitement	stirred so much excitement	cause excitement	stir excitement	met	lit
w33	d623	caused so much excitement	stirred so much excitement	cause excitement	stir excitement	met	met
w26	d623	caused so much excitement	stirred so much excitement	cause excitement	stir excitement	met	met
w28	d623	caused so much excitement	stirred so much excitement	cause excitement	stir excitement	met	met
w32	d623	caused so much excitement	stirred so much excitement	cause excitement	stir excitement	met	met
w29	d623	caused so much excitement	stirred so much excitement	cause excitement	stir excitement	met	met
w11	d623	caused so much excitement	stirred so much excitement	cause excitement	stir excitement	met	lit
w30	d623	caused so much excitement	stirred so much excitement	cause excitement	stir excitement	met	met
w13	d623	caused so much excitement	stirred so much excitement	cause excitement	stir excitement	met	met
w31	d623	caused so much excitement	stirred so much excitement	cause excitement	stir excitement	met	met
w24	d623	caused so much excitement	stirred so much excitement	cause excitement	stir excitement	met	lit
w35	d623	caused so much excitement	stirred so much excitement	cause excitement	stir excitement	met	lit
w5	d623	caused so much excitement	stirred so much excitement	cause excitement	stir excitement	met	met
w25	d623	caused so much excitement	stirred so much excitement	cause excitement	stir excitement	met	lit
w34	d623	caused so much excitement	stirred so much excitement	cause excitement	stir excitement	met	lit
w27	d584	fire destroyed	fire devoured	fire destroy	fire devour	lit	met
w29	d584	fire destroyed	fire devoured	fire destroy	fire devour	lit	met
w30	d584	fire destroyed	fire devoured	fire destroy	fire devour	lit	met
w35	d584	fire destroyed	fire devoured	fire destroy	fire devour	lit	lit
w24	d584	fire destroyed	fire devoured	fire destroy	fire devour	lit	lit
w3	d584	fire destroyed	fire devoured	fire destroy	fire devour	lit	lit
w25	d584	fire destroyed	fire devoured	fire destroy	fire devour	lit	lit
w34	d584	fire destroyed	fire devoured	fire destroy	fire devour	lit	lit
w28	d584	fire destroyed	fire devoured	fire destroy	fire devour	lit	met
w13	d584	fire destroyed	fire devoured	fire destroy	fire devour	lit	met
w32	d584	fire destroyed	fire devoured	fire destroy	fire devour	lit	lit
w11	d584	fire destroyed	fire devoured	fire destroy	fire devour	lit	lit
w31	d584	fire destroyed	fire devoured	fire destroy	fire devour	lit	met
w5	d584	fire destroyed	fire devoured	fire destroy	fire devour	lit	met
w33	d584	fire destroyed	fire devoured	fire destroy	fire devour	lit	met
w27	d215	reading a thrilling book	devouring a thrilling book	read book	devour book	lit	lit
w33	d215	reading a thrilling book	devouring a thrilling book	read book	devour book	lit	lit
w25	d215	reading a thrilling book	devouring a thrilling book	read book	devour book	lit	lit
w34	d215	reading a thrilling book	devouring a thrilling book	read book	devour book	lit	lit
w11	d215	reading a thrilling book	devouring a thrilling book	read book	devour book	lit	met
w3	d215	reading a thrilling book	devouring a thrilling book	read book	devour book	lit	lit
w32	d215	reading a thrilling book	devouring a thrilling book	read book	devour book	lit	lit
w28	d215	reading a thrilling book	devouring a thrilling book	read book	devour book	lit	lit
w30	d215	reading a thrilling book	devouring a thrilling book	read book	devour book	lit	lit
