DiscourseId	Expression.Lit	Expression.Met	Original.Expression	Discourse.MetLit	Abstr.all	Abstr.N	Abstr.V	Abstr.ADJ	Emotionality	Emotion	List.Words
d308	result appear	result emerge	lit	lit	3.26	3.59	2.04	-	2.07	Joy	['marketed', 'effects', 'these', 'act', 'lobes', 'methadone', 'opiod', 'heroin', 'drugs', 'lobes', 'methadone', 'heroin', 'physeptone', 'effects', 'administration', 'opiod', 'treatment', 'addiction', 'marketed', 'lobes', 'it', 'is', 'effects', 'known', 'responses', 'treatment', 'drugs', 'brain', 'depress', 'responses', 'methadone', 'opiod', 'treatment', 'addiction', 'response', 'marketed', 'drugs', 'treatment', 'effects', 'known', 'methadone', 'opioid', 'physeptone', 'lobes', 'heroin', 'physeptone', 'effects', 'lobe', 'admininstration', 'opiod']
d722	manage job	juggle job	met	lit	3.04	3.52	2.94	2.7	2.28	Joy	['friend', 'got', 'rid', 'said', 'been', 'worked', 'plan', 'newsletter', 'handed', 'generated', 'newsletter', 'launched', 'printed', 'hired', '2000', 'suggested', 'went', 'worked', 'launched', 'printed', 'suggested', 'launch', 'generated', 'hired', 'worked', 'launch', 'discount', 'telegraph', 'worked', 'launched', 'launch', 'idea', 'work', 'trojan', 'hard', 'shopping', 'launched', 'newsletter', 'hired', 'found', 'launched', 'trojan', 'bravely', 'worked', 'like', 'good', 'discount', 'handed', 'give', 'friend']
d694	cause doubt	cast doubt	lit	lit	2.45	2.84	1.96	2.2	2.3	Joy	['plans', 'schooling', 'system', 'parents', 'pupils', 'schools', 'less', 'were', 'caused', 'parents', 'divisive', 'unusual', 'policy', 'alternative', 'distress', 'knew', 'plans', 'primary', 'secondary', 'mistakes', 'knew', 'unusual', 'change', 'practice', 'proof', 'prepared', 'divisive', 'system', 'assessed', 'decision', 'children', 'diverse', 'students', 'carefully', 'assessed', 'divisive', 'system', 'education', 'national', 'policy', 'divisive', 'schooling', 'accepted', 'carefully', 'decision', 'proof', 'plans', 'decision', 'mistakes', '1920s']
d22	decrease appetite	dull appetite	met	lit	3.24	3.94	2.56	2.06	2.37	Joy	['examined', 'obliteration', 'treated', 'microscope', 'obvious', 'submarine', 'warfare', 'killing', 'trials', 'germans', 'examined', 'german', 'allied', 'original', 'trials', 'under', 'microsocope', 'thought', 'treated', 'same', 'german', 'navy', 'submarine', 'warfare', 'bomb', 'would', 'relevant', 'treated', 'thought', 'original', 'would', 'obiteration', 'mass', 'microscope', 'thought', 'scupulously', 'obliteration', 'crimes', 'under the microscope', 'wrong', 'submarine', 'navy', 'killing', 'bomb', 'microscope', 'warfare', 'obliteration', 'killing', 'germans', 'massacre']
d94	fire destroy	fire devour	met	lit	3.55	3.77	3.38	3.6	2.29	Fear	['snipers', 'bulldozer', 'smash', 'squads', 'combat', 'defences', 'squads', 'veils', 'gunmen', 'fear', 'snipers', 'smash', 'brave', 'cults', 'rebellious', 'sources', 'operation', 'attack', 'refusing', 'reportedly', 'smash', 'defences', 'death', 'isis', 'daylight', 'snipers', 'pistols', 'fighters', 'gunmen', 'travel', 'snipers', 'pistols', 'shot', 'checkpoints', 'cult', 'sources', 'brave', 'attacks', 'broad', 'daylight', 'armed', 'squads', 'attack', 'shot', 'checkpoints', 'smash', 'part', 'refusing', 'reportedly', 'purge']
d200	fire destroy	fire devour	met	lit	3.41	3.85	3.48	2.82	2.25	Joy	['municipal election', 'non governmental organisation', 'police', 'sebastiao chapepa', 'francisco lole', 'elections', 'candidates', 'police', 'report', 'arrested', 'the', 'due', 'support', 'will', 'proposed', 'running', 'elections', 'candidates', 'expulsion', 'report', 'due', 'support', 'candidates', 'about', 'looking', 'guerrillas', 'machetes', 'police', 'domingos', 'independent', 'election', 'support', 'police', 'third', 'man', 'running', 'arrested', 'looking', 'forner', 'machetes', 'elections', 'independent', 'delegates', 'guerrillas', 'arrested', 'municipal', 'expulsion', 'independent', 'attack', 'delegates']
d56	disclose report	leak report	met	lit	2.34	2.15	1.87	2.46	2.28	Joy	['parrallels', 'actual', 'two', 'versions', 'identical', 'assured', 'unchallenged', 'reliable', 'suppose', 'formal', 'contradiction', 'parallels', 'versions', 'explanations', 'conversations', 'versions', 'jesus', 'religious', 'explanations', 'mormon', 'contradiction', 'assured', 'reliable', 'allowed', 'suppose', 'formal', 'parallels', 'contradiction', 'versions', 'jesus', 'formal', 'contradiction', 'reliability', 'explanations', 'error', 'actual', 'versions', 'error', 'authors', 'reliable', 'actual', 'effect', 'secret', 'sympathiser', 'between', 'despite', 'identical', 'assured', 'reliability', 'reiable']
d725	sell drug	push drug	met	lit	3.32	4.24	2.39	2.48	2.2	Joy	['had', 'email', 'damage', 'caused', 'thought', 'email', 'countryside', 'jeep', 'today', 'newport', 'email', 'campaigning', 'jeep', 'station', 'clock', 'email', 'saw', 'confessed', 'organisation', 'campaigning', 'email', 'from', 'had', 'caused', 'their', 'supporters', 'thought', 'confessed', 'whom', 'sneaky', 'campaigning', 'supporters', 'spotless', 'venerable', 'spots', 'email', 'organisation', 'campaigning', 'registration', 'pharmaceutical', 'an', 'damage', 'one', 'registration', 'and', 'confessed', 'supporters', 'damage', 'station', 'email']
d334	solve problem	attack problem	lit	lit	3.26	3.55	2.84	2.55	2.35	Joy	['interface', 'demonstration', 'requests', 'bridge', 'novice', 'intderactive', 'demonstratiob', 'solution', 'tutorials', 'familiarise', 'demonstration', 'scaffolding', 'familiarise', 'environment', 'bridge', 'interface', 'learner', 'help', 'first', 'tutorials', 'figure', 'interactive', 'provides', 'help', 'requests', 'bridge', 'scaffolding', 'environment', 'interface', 'learner-centered', 'interactive', 'guided', 'learning', 'bridge', 'provides', 'learner', 'scaffolding', 'interface', 'create', 'flexible', 'interactive', 'demonstration', 'stages', 'progresses', 'system', 'interactive', 'tutorials', 'interface', 'expert', 'demonstrating']
d967	forget trouble	drown trouble	met	lit	2.97	3.09	2.14	3.48	2.25	Joy	['concrete', 'prevent', 'education', 'afford', 'recreation', 'we', 'all', 'our', 'clothes', 'people', 'concern', 'develop', 'standard', 'overcrowded', 'education', 'concern', 'prevent', 'essentials', 'situation', 'recreation', 'concern', 'prices', 'essentials', 'concrete', 'program', 'concrete', 'program', 'situation', 'prevent', 'standard', 'daily', 'cocoa', 'toilet', 'illness', 'recreation', 'concern', 'concrete', 'housing', 'present', 'illnesses', 'concern', 'essentials', 'unbelievable', 'unpainted', 'situation', 'prices', 'education', 'illness', 'afford', 'properly']
d462	instill doubt	sow doubt	lit	lit	2.26	2.47	1.54	1.98	2.37	Joy	['reformation', 'tradition', 'ultimate', 'weakness', 'discoveries', 'important', 'presentation', 'concept', 'arguments', 'scientific', 'thought', 'concept', 'then', 'would', 'neither', 'tradition', 'supported', 'knowledge', 'occurred', 'views', 'tradition', 'reformation', 'bible', 'genesis', 'science', 'occurred', 'presentation', 'supported', 'dialog', 'issues', 'reformation', 'presentation', 'virtually', 'convincing', 'knowledge', 'evangelicals', 'reformation', 'virtually', 'genesis 1', 'inclination', 'traditional', 'presentation', 'views', 'god', 'science', 'tradtion', 'contradicted', 'day', 'age', 'view']
d853	improve economy	boost economy	met	lit	2.72	3.01	2.08	2.11	2.17	Joy	['known', 'more', 'tax', 'revenue', 'rates', 'tax', 'allowances', 'inflation', 'fiscal', 'economic', 'policy', 'tax', 'revenue', 'inflation', 'economic activity', 'maintain', 'average', 'expenditure', 'taxation', 'policy', 'expenditure', 'economic', 'activity', 'direct', 'government', 'tax', 'revenue', 'average', 'fiscal', 'government', 'tax', 'rates', 'policy', 'government', 'expenditure', 'revunue', 'fiscal policy', 'expenditure', 'influence', 'inflaction', 'chancellors', 'inflation', 'economic', 'expansionary', 'policies', 'tax', 'rates', 'inflation', 'fiscal', 'expenditure']
d643	sell drug	push drug	lit	lit	3.28	3.9	2.34	2.04	1.99	Joy	['police', 'dealing', 'findings', 'evidence', 'professionals', 'drug', 'into', 'other', 'key', 'findings', 'findings', 'report', 'professionals', 'reported', 'working', 'had', 'led', 'findings', 'as', 'were', 'enforcement', 'key', 'findings', 'report', 'evidence', 'police', 'report', 'evidence', 'professionals', 'youths', 'enforement', 'report', 'evidence', 'professionals', 'extensively', 'displaced', 'findings', 'report', 'markets', 'increasing', 'professionals', 'evidence', 'drug', 'report', 'police', 'enforcement', 'displaced', 'findings', 'involvement', 'reported']
d117	distinction disappear	distinction blur	met	lit	3.17	3.19	3.36	3.12	2.09	Joy	['numbers', 'letters', 'files', 'level', 'distinctions', 'machine', 'are', 'discussing', 'read', 'numbers', 'can', 'stored', 'often', 'facts', 'context', 'numbers', 'letters', 'memory', 'binary', 'discussing', 'electronic memory', 'memories', 'binary', 'distinctions', 'data files', 'paper', 'memory', 'facts', 'binary', 'discussing', 'numbers', 'letters', 'bytes', 'electronic', 'binary', 'electronic', 'brain', 'memory', 'distinction', 'computing', 'numbers', 'letters', 'bits', 'byes', 'stored', 'facts', 'computing', 'context', 'binary', 'data']
d546	distinction disappear	distinction blur	lit	lit	3.01	3.02	2.65	-	2.16	Joy	['avoid', 'opinion', 'status', 'proposed', 'implemented', 'software', 'poll', 'member', 'response', 'deduction', 'seems', 'plan', 'change', 'their', 'poll', 'poll', 'response', 'requirement', 'distinction', 'implemented', 'managers', 'deduction', 'software', 'status', 'quo', 'revenue', 'opinion', 'response', 'deduction', 'company', 'revenue', 'managers', 'software', 'poll', 'response', 'revenue', 'software', 'poll', 'firms', 'flat-rate', 'revenue', 'seems', 'member', 'firms', 'company', 'revenue', 'status', 'quo', 'poll', 'majority']
d620	organise production	mount production	lit	lit	2.91	3.1	2.88	2.25	2.39	Joy	['teaching', 'achievment', 'activities', 'difficulties', 'team', 'pass', 'rate', 'classes', 'she', 'extra', 'anna', 'teaching', 'school', 'stourbridge', 'years', 'pass', 'rate', '64%', '94%', 'gcse', 'years', 'teaching', 'school', 'degree', 'skills', 'achievement', 'teaching', 'skills', 'improving', 'activities', 'classes', 'achievement', 'judges', 'enthusiasm', 'team', 'years', 'increased', 'substantial', 'achievement', 'challenging', 'struck', 'enthusiasm', 'faced', 'heavily', 'by', 'gcse', 'qts', 'judges', 'enthusiasm', 'netball team']
d920	end agreement	break agreement	met	lit	2.39	2.78	3.0	1.99	2.24	Joy	['during', 'some', 'places', 'any', 'out', 'were', 'allowed', 'one of', 'wait', 'watch', 'conflict', 'detained', 'parole', 'stipulated', 'hunters', 'french', 'confliict', 'americn', 'officers', 'prisoners', 'conflict', 'prisoners', 'detained', 'parole', 'hunters', 'prisoners', 'detained', 'officers', 'parole', 'conflict', 'specific', 'stones', 'landmark', nan, nan, 'during', 'french', 'landmarks', 'stipulated', 'lodgings', 'some', 'conflict', 'some', 'specific', 'may', 'during', 'detained', 'allowed', 'conditions', 'parole']
d413	reject past	disown past	lit	met	2.38	2.74	2.72	2.03	2.37	Joy	['imaginary', 'god', 'evangelical', 'grateful', 'stewardship', 'but', 'this', 'refers', 'god', 'given', 'elbowing', 'power', 'stewardship', 'sat', 'clung', 'imaginary', 'god', 'given', 'evangelical', 'power', 'upbringings', 'god', 'power', 'stewardship', 'western', 'losses', 'imaginary', 'god', 'evangelical', 'stewardship', 'imaginary', 'upbringings', 'western', 'stewardship', 'evangelical', 'imaginary', 'grateful', 'elbowing', 'failures', 'losses', 'upbringings', 'i', 'elbowing', 'power', 'light', 'imiginary', 'given', 'elbowing', 'stewardship', 'light']
d511	cause excitement	stir excitement	lit	lit	3.37	3.91	3.45	3.25	2.2	Joy	['get', 'target', 'mounted', 'attacks', 'pumped', 'target', 'defence', 'ball', 'field', 'keeper', 'defence', 'minutes', 'pressure', 'ball', 'keeper', 'once', 'more', 'by', 'reliliant', 'defence', 'foster', 'shot', 'target', 'annoyed', 'blocked', 'target', 'defence', 'attacks', 'minutes', 'pressure', 'mounted', 'attacks', 'crosses', 'scary', 'pumped', 'shot', 'resiliant', 'mounted', 'defence', 'concensus', 'pressure', 'holding', 'defence', 'pumped', 'minutes', 'resiliant', 'john', 'hughes', 'tom', 'sharp']
d669	cause excitement	stir excitement	met	lit	2.71	2.97	2.48	2.17	2.12	Joy	['verdict', 'ftse', 'market', 'up', 'insurers', 'verdict', 'ended', 'insurers', 'expectations', 'results', 'after', 'the', 'day', 'down', 'more', 'day', 'after', 'market', 'trading', 'expectations', 'verdict', 'points', 'trading', 'results', 'market', 'anticipated', 'index', 'points', 'results', 'boosted', 'clutch', 'results', 'expectations', 'higher', 'general', 'anticipated', 'verdict', 'broader', 'sunalliance', 'legal', 'legal', 'general', 'antcipated', 'gave', 'direction', 'no-change', 'trading', 'broader', 'boringly', 'edged']
d186	factor affect	factor shape	lit	met	2.74	2.87	2.98	2.1	2.29	Joy	['unavoidable', 'imposed', 'myriad', 'wizardry', 'unprecedented', 'the', 'rising', 'religious', 'shoulder', 'hundred', 'ethnic', 'proximity', 'tribesmen', 'unprecedented', 'longbow', 'technology', 'identity', 'result', 'information', 'years', 'rising', 'tide', 'natural', 'illiterate', 'wizardry', 'tide', 'tribesmen', 'wizardry', 'monopoly', 'last', 'identity', 'wizardry', 'brainwashing', 'information', 'time', 'electronic', 'wizardry', 'development', 'longbow', 'knights', 'proximity', 'technology', 'wizardry', 'brainwashing', 'monopoly', 'not', 'way', 'under', 'control', 'monopoly']
d198	end agreement	break agreement	lit	lit	2.89	3.15	3.12	-	2.36	Joy	['own', 'rent', 'charges', 'notice', 'writing', 'if', 'we', 'pay', 'increase', 'change', 'own', 'equipment', 'review', 'charges', 'increase', 'charges', 'pay', 'rent', 'notice', 'service', 'equipment', 'increase', 'mind', 'alarm', 'service', 'review', 'charges', 'own', 'notice', 'service', 'review', 'charges', 'own', 'increase', 'if', 'if', 'review', 'notice', 'alarm', 'service', 'equipment', 'charges', 'mind', 'service', 'year', 'review', 'charges', 'year', 'notice', 'service']
d741	sell drug	push drug	lit	lit	3.57	3.94	3.18	4.03	2.07	Joy	['turn', 'blind', 'eye', 'formed', 'alliance', 'cocaine', 'resrouces', 'shipments', 'allegations', 'alliance', 'manpower', 'cocaine', 'resources', 'officers', 'allegations', 'take', 'days', 'swallowed', '1999', 'portland', 'plane', 'cocaine', 'corrupt', 'smuggled', 'bribes', 'manpower', 'swallowed cocaine', 'coorupt officers', 'colombian cocaine catel', 'anti-crime taskforce', 'manpower', 'certain', 'transport', 'transferred', 'found', 'suspected', 'smuggled', 'blind eye', 'transferred', 'allegations', 'january', '1999', '127', 'portland', 'division', 'board', 'a', 'plane', 'swollowing', 'cocaine']
d877	improve economy	boost economy	met	lit	2.59	3.1	2.18	-	2.19	Joy	['income', 'tax', 'spending', 'policy', 'deficit', 'for', 'examples', 'and', 'have', 'as', 'tax', 'rate', 'pound', 'budget', 'government', 'example', 'if', 'argued', 'should', 'times', 'rate', 'tax', 'budget', 'government', 'activity', 'example', 'however', 'rate', 'argued', 'said', 'example', 'if', 'be', 'should', 'however', 'example', 'paid', 'rate', 'paid', 'economists', 'economists', 'government', 'tax', 'policy', 'budget', 'for', 'example', 'earn', 'paid', 'however']
d664	have smile	wear smile	lit	lit	3.35	4.65	2.76	2.43	2.3	Joy	['however', 'said', 'it', 'depends', 'are', 'could', 'if', 'can', 'depends', 'if you', 'could', 'do', 'achievable', 'wants', 'know', 'get', 'tooth', 'whitening', 'surgery', 'achievable', 'smile', 'achievable', 'lips', 'teeth', 'depends', 'tooth', 'surgery', 'kit', 'wants', 'depends', 'tooth', 'whitening', 'surgery', 'veneers', 'teeth', 'white', 'surgery', 'porcelain', 'fill', 'lips', 'like', 'jlo', 'white', 'tooth', 'surgery', 'whitening', 'wider', 'achievable', 'fill', 'like']
d132	drink alcohol	abuse alcohol	met	lit	2.66	2.84	2.56	2.22	2.31	Joy	['it', 'takes', 'arw', 'twice', 'and', 'effects', 'professional', 'careers', 'correlation', 'alcohol', 'effects', 'tolerance', 'alcohol', 'careers', 'stress', 'professional', 'recommended', 'intake', 'correlation', 'compromise', 'although', 'alcohol', 'consuming', 'stress', 'finding', 'professional', 'recommended', 'intake', 'correlation', 'effects', 'correlation', 'likely', 'effects', 'recommended', 'tolerance', 'tolerance', 'twice', 'double', 'greater', '18-24', 'tolerance', 'women', 'alcohol', 'career', 'rearing', 'effects', 'tolerance', 'double', 'consuming', 'likely']
d318	affect judgement	colour judgement	lit	lit	3.02	3.33	2.61	3.28	2.21	Joy	['looked', 'showed', 'battling', 'forced', 'believed', 'scored', 'game', 'referee', 'jersey', 'supporters', 'equaliser', 'sharp', 'off', 'pressure', 'battling', 'effort', 'looked', 'showed', 'distinguish', 'including', 'effort', 'minutes', 'scored', 'save', 'game', 'cancelled', 'sharp', 'excellent', 'game', 'distinguish', 'effort', 'forced', 'donning', 'could', 'scored', 'effort', 'equaliser', 'scored', 'pressure', 'change', 'cancelled', 'minutes', 'looked', 'scored', 'came', 'effort', 'scored', 'save', 'game', 'pressure']
