WorkerId	DiscourseId	Expression.Lit	Expression.Met	Original.Expression	Category.MetLit
w31	d44	war displace	war uproot	met	6
w15	d44	war displace	war uproot	met	2
w42	d45	drink alcohol	abuse alcohol	met	3
w40	d45	drink alcohol	abuse alcohol	met	4
w28	d45	drink alcohol	abuse alcohol	met	5
w31	d45	drink alcohol	abuse alcohol	met	3
w46	d45	drink alcohol	abuse alcohol	met	5
w41	d45	drink alcohol	abuse alcohol	met	1
w35	d45	drink alcohol	abuse alcohol	met	1
w38	d45	drink alcohol	abuse alcohol	met	6
w39	d45	drink alcohol	abuse alcohol	met	5
w43	d45	drink alcohol	abuse alcohol	met	4
w25	d45	drink alcohol	abuse alcohol	met	3
w44	d45	drink alcohol	abuse alcohol	met	5
w45	d45	drink alcohol	abuse alcohol	met	1
w2	d45	drink alcohol	abuse alcohol	met	5
w15	d45	drink alcohol	abuse alcohol	met	4
w39	d46	factor affect	factor shape	met	5
w42	d46	factor affect	factor shape	met	4
w28	d46	factor affect	factor shape	met	5
w45	d46	factor affect	factor shape	met	1
w15	d46	factor affect	factor shape	met	1
w2	d46	factor affect	factor shape	met	5
w41	d46	factor affect	factor shape	met	2
w25	d46	factor affect	factor shape	met	3
w46	d46	factor affect	factor shape	met	5
w17	d46	factor affect	factor shape	met	2
w35	d46	factor affect	factor shape	met	1
w40	d46	factor affect	factor shape	met	2
w44	d46	factor affect	factor shape	met	6
w31	d46	factor affect	factor shape	met	5
w43	d46	factor affect	factor shape	met	4
w17	d47	story intrigue	story grab	met	5
w40	d47	story intrigue	story grab	met	4
w41	d47	story intrigue	story grab	met	4
w28	d47	story intrigue	story grab	met	3
w48	d47	story intrigue	story grab	met	3
w15	d47	story intrigue	story grab	met	4
w35	d47	story intrigue	story grab	met	1
w43	d47	story intrigue	story grab	met	4
w46	d47	story intrigue	story grab	met	6
w45	d47	story intrigue	story grab	met	3
w31	d47	story intrigue	story grab	met	4
w25	d47	story intrigue	story grab	met	4
w39	d47	story intrigue	story grab	met	5
w42	d47	story intrigue	story grab	met	5
w44	d47	story intrigue	story grab	met	5
w28	d48	address question	tackle question	met	5
w43	d48	address question	tackle question	met	2
w31	d48	address question	tackle question	met	3
w46	d48	address question	tackle question	met	6
w47	d48	address question	tackle question	met	2
w35	d48	address question	tackle question	met	1
w44	d48	address question	tackle question	met	5
w40	d48	address question	tackle question	met	5
w42	d48	address question	tackle question	met	3
w25	d48	address question	tackle question	met	5
w45	d48	address question	tackle question	met	3
w41	d48	address question	tackle question	met	3
w39	d48	address question	tackle question	met	5
w2	d48	address question	tackle question	met	5
w15	d48	address question	tackle question	met	4
w28	d49	urge someone	push someone	lit	2
w44	d49	urge someone	push someone	lit	4
w41	d49	urge someone	push someone	lit	2
w39	d49	urge someone	push someone	lit	4
w46	d49	urge someone	push someone	lit	5
w31	d49	urge someone	push someone	lit	6
w47	d49	urge someone	push someone	lit	1
w42	d49	urge someone	push someone	lit	4
w40	d49	urge someone	push someone	lit	4
w17	d49	urge someone	push someone	lit	3
w2	d49	urge someone	push someone	lit	5
w45	d49	urge someone	push someone	lit	2
w43	d49	urge someone	push someone	lit	2
w15	d49	urge someone	push someone	lit	5
w25	d49	urge someone	push someone	lit	3
w42	d50	determine result	shape result	lit	5
w40	d50	determine result	shape result	lit	4
w35	d50	determine result	shape result	lit	1
w15	d50	determine result	shape result	lit	4
w45	d50	determine result	shape result	lit	1
w31	d50	determine result	shape result	lit	5
w2	d50	determine result	shape result	lit	5
w25	d50	determine result	shape result	lit	5
w39	d50	determine result	shape result	lit	5
w44	d50	determine result	shape result	lit	5
w46	d50	determine result	shape result	lit	5
w41	d50	determine result	shape result	lit	3
w49	d50	determine result	shape result	lit	1
w43	d50	determine result	shape result	lit	2
w28	d50	determine result	shape result	lit	5
w41	d51	improve economy	boost economy	lit	2
w42	d51	improve economy	boost economy	lit	4
w17	d51	improve economy	boost economy	lit	4
w43	d51	improve economy	boost economy	lit	3
w15	d51	improve economy	boost economy	lit	3
w46	d51	improve economy	boost economy	lit	5
w44	d51	improve economy	boost economy	lit	5
w45	d51	improve economy	boost economy	lit	1
w28	d51	improve economy	boost economy	lit	3
w35	d51	improve economy	boost economy	lit	1
w2	d51	improve economy	boost economy	lit	4
w25	d51	improve economy	boost economy	lit	3
w31	d51	improve economy	boost economy	lit	6
w39	d51	improve economy	boost economy	lit	5
w40	d51	improve economy	boost economy	lit	5
w39	d52	misinterpret word	twist word	lit	4
w46	d52	misinterpret word	twist word	lit	6
w43	d52	misinterpret word	twist word	lit	5
w42	d52	misinterpret word	twist word	lit	5
w25	d52	misinterpret word	twist word	lit	5
w48	d52	misinterpret word	twist word	lit	4
w31	d52	misinterpret word	twist word	lit	6
w40	d52	misinterpret word	twist word	lit	4
w44	d52	misinterpret word	twist word	lit	6
w2	d52	misinterpret word	twist word	lit	5
w15	d52	misinterpret word	twist word	lit	3
w41	d52	misinterpret word	twist word	lit	3
w47	d52	misinterpret word	twist word	lit	2
w28	d52	misinterpret word	twist word	lit	3
w45	d52	misinterpret word	twist word	lit	3
w31	d53	painting represent	painting capture	met	4
w2	d53	painting represent	painting capture	met	4
w41	d53	painting represent	painting capture	met	5
w42	d53	painting represent	painting capture	met	5
w28	d53	painting represent	painting capture	met	3
w43	d53	painting represent	painting capture	met	3
w39	d53	painting represent	painting capture	met	5
w15	d53	painting represent	painting capture	met	4
w46	d53	painting represent	painting capture	met	4
w48	d53	painting represent	painting capture	met	5
w25	d53	painting represent	painting capture	met	3
w45	d53	painting represent	painting capture	met	5
w47	d53	painting represent	painting capture	met	5
w44	d53	painting represent	painting capture	met	5
w40	d53	painting represent	painting capture	met	4
w44	d54	practise profession	follow profession	lit	5
w25	d54	practise profession	follow profession	lit	2
w40	d54	practise profession	follow profession	lit	4
w41	d54	practise profession	follow profession	lit	4
w42	d54	practise profession	follow profession	lit	4
w2	d54	practise profession	follow profession	lit	4
w46	d54	practise profession	follow profession	lit	4
w35	d54	practise profession	follow profession	lit	1
w39	d54	practise profession	follow profession	lit	5
w17	d54	practise profession	follow profession	lit	4
w43	d54	practise profession	follow profession	lit	5
w28	d54	practise profession	follow profession	lit	3
w45	d54	practise profession	follow profession	lit	2
w15	d54	practise profession	follow profession	lit	5
w31	d54	practise profession	follow profession	lit	5
w46	d55	end agreement	break agreement	lit	4
w44	d55	end agreement	break agreement	lit	5
w40	d55	end agreement	break agreement	lit	4
w41	d55	end agreement	break agreement	lit	1
w45	d55	end agreement	break agreement	lit	1
w42	d55	end agreement	break agreement	lit	4
w31	d55	end agreement	break agreement	lit	5
w48	d55	end agreement	break agreement	lit	1
w25	d55	end agreement	break agreement	lit	5
w28	d55	end agreement	break agreement	lit	4
w15	d55	end agreement	break agreement	lit	4
w39	d55	end agreement	break agreement	lit	5
w43	d55	end agreement	break agreement	lit	4
w35	d55	end agreement	break agreement	lit	1
w2	d55	end agreement	break agreement	lit	4
w35	d56	disclose report	leak report	met	1
w25	d56	disclose report	leak report	met	5
w28	d56	disclose report	leak report	met	5
w31	d56	disclose report	leak report	met	5
w42	d56	disclose report	leak report	met	4
w41	d56	disclose report	leak report	met	4
w2	d56	disclose report	leak report	met	6
w40	d56	disclose report	leak report	met	4
w15	d56	disclose report	leak report	met	2
w16	d56	disclose report	leak report	met	5
w45	d56	disclose report	leak report	met	4
w43	d56	disclose report	leak report	met	6
w39	d56	disclose report	leak report	met	5
w44	d56	disclose report	leak report	met	5
w46	d56	disclose report	leak report	met	5
w25	d57	saturate market	flood market	met	3
w44	d57	saturate market	flood market	met	5
w15	d57	saturate market	flood market	met	3
w2	d57	saturate market	flood market	met	5
w45	d57	saturate market	flood market	met	2
w39	d57	saturate market	flood market	met	5
w35	d57	saturate market	flood market	met	1
w46	d57	saturate market	flood market	met	6
w43	d57	saturate market	flood market	met	3
w31	d57	saturate market	flood market	met	4
w41	d57	saturate market	flood market	met	2
w28	d57	saturate market	flood market	met	5
w40	d57	saturate market	flood market	met	4
w47	d57	saturate market	flood market	met	4
w42	d57	saturate market	flood market	met	4
w43	d58	get disease	catch disease	lit	4
w44	d58	get disease	catch disease	lit	5
w42	d58	get disease	catch disease	lit	3
w15	d58	get disease	catch disease	lit	3
w41	d58	get disease	catch disease	lit	2
w47	d58	get disease	catch disease	lit	2
w31	d58	get disease	catch disease	lit	3
w39	d58	get disease	catch disease	lit	5
w46	d58	get disease	catch disease	lit	6
w2	d58	get disease	catch disease	lit	3
w40	d58	get disease	catch disease	lit	5
w28	d58	get disease	catch disease	lit	5
w35	d58	get disease	catch disease	lit	1
w25	d58	get disease	catch disease	lit	1
w45	d58	get disease	catch disease	lit	2
w46	d59	experience freedom	taste freedom	lit	6
w42	d59	experience freedom	taste freedom	lit	5
w2	d59	experience freedom	taste freedom	lit	5
w44	d59	experience freedom	taste freedom	lit	5
w28	d59	experience freedom	taste freedom	lit	3
w31	d59	experience freedom	taste freedom	lit	5
w43	d59	experience freedom	taste freedom	lit	5
w48	d59	experience freedom	taste freedom	lit	4
w39	d59	experience freedom	taste freedom	lit	4
w35	d59	experience freedom	taste freedom	lit	1
w15	d59	experience freedom	taste freedom	lit	3
w45	d59	experience freedom	taste freedom	lit	4
w40	d59	experience freedom	taste freedom	lit	4
w41	d59	experience freedom	taste freedom	lit	5
w25	d59	experience freedom	taste freedom	lit	6
w42	d60	fire destroy	fire devour	met	5
w31	d60	fire destroy	fire devour	met	3
w2	d60	fire destroy	fire devour	met	5
w35	d60	fire destroy	fire devour	met	1
w40	d60	fire destroy	fire devour	met	3
w38	d60	fire destroy	fire devour	met	5
w43	d60	fire destroy	fire devour	met	4
w28	d60	fire destroy	fire devour	met	2
w41	d60	fire destroy	fire devour	met	4
w39	d60	fire destroy	fire devour	met	5
w25	d60	fire destroy	fire devour	met	5
w46	d60	fire destroy	fire devour	met	6
w15	d60	fire destroy	fire devour	met	1
w44	d60	fire destroy	fire devour	met	5
w45	d60	fire destroy	fire devour	met	2
w46	d61	war displace	war uproot	lit	6
w25	d61	war displace	war uproot	lit	2
w40	d61	war displace	war uproot	lit	4
w43	d61	war displace	war uproot	lit	2
w2	d61	war displace	war uproot	lit	6
w39	d61	war displace	war uproot	lit	4
w31	d61	war displace	war uproot	lit	4
w50	d61	war displace	war uproot	lit	2
w17	d61	war displace	war uproot	lit	6
w44	d61	war displace	war uproot	lit	5
w28	d61	war displace	war uproot	lit	2
w42	d61	war displace	war uproot	lit	3
w12	d61	war displace	war uproot	lit	2
w47	d61	war displace	war uproot	lit	2
w15	d61	war displace	war uproot	lit	4
w15	d62	example show	example illustrate	met	5
w50	d62	example show	example illustrate	met	1
w39	d62	example show	example illustrate	met	5
w40	d62	example show	example illustrate	met	4
w28	d62	example show	example illustrate	met	2
w25	d62	example show	example illustrate	met	5
w44	d62	example show	example illustrate	met	5
w43	d62	example show	example illustrate	met	4
w46	d62	example show	example illustrate	met	5
w51	d62	example show	example illustrate	met	2
w42	d62	example show	example illustrate	met	4
w31	d62	example show	example illustrate	met	5
w47	d62	example show	example illustrate	met	5
w12	d62	example show	example illustrate	met	2
w17	d62	example show	example illustrate	met	5
w44	d63	read book	devour book	lit	5
w17	d63	read book	devour book	lit	3
w46	d63	read book	devour book	lit	6
w47	d63	read book	devour book	lit	3
w52	d63	read book	devour book	lit	3
w40	d63	read book	devour book	lit	3
w15	d63	read book	devour book	lit	4
w2	d63	read book	devour book	lit	5
w42	d63	read book	devour book	lit	3
w43	d63	read book	devour book	lit	4
w28	d63	read book	devour book	lit	5
w25	d63	read book	devour book	lit	6
w31	d63	read book	devour book	lit	5
w12	d63	read book	devour book	lit	5
w39	d63	read book	devour book	lit	5
w43	d64	story intrigue	story grab	lit	2
w44	d64	story intrigue	story grab	lit	5
w31	d64	story intrigue	story grab	lit	5
w42	d64	story intrigue	story grab	lit	3
w46	d64	story intrigue	story grab	lit	6
w15	d64	story intrigue	story grab	lit	4
w50	d64	story intrigue	story grab	lit	5
w51	d64	story intrigue	story grab	lit	2
w47	d64	story intrigue	story grab	lit	3
w2	d64	story intrigue	story grab	lit	4
w25	d64	story intrigue	story grab	lit	3
w12	d64	story intrigue	story grab	lit	4
w40	d64	story intrigue	story grab	lit	4
w28	d64	story intrigue	story grab	lit	5
w39	d64	story intrigue	story grab	lit	5
w40	d65	have smile	wear smile	lit	4
w39	d65	have smile	wear smile	lit	5
w43	d65	have smile	wear smile	lit	4
w38	d65	have smile	wear smile	lit	5
w15	d65	have smile	wear smile	lit	3
w42	d65	have smile	wear smile	lit	4
w44	d65	have smile	wear smile	lit	5
w17	d65	have smile	wear smile	lit	5
w31	d65	have smile	wear smile	lit	4
w47	d65	have smile	wear smile	lit	4
w25	d65	have smile	wear smile	lit	6
w46	d65	have smile	wear smile	lit	4
w12	d65	have smile	wear smile	lit	4
w48	d65	have smile	wear smile	lit	4
w28	d65	have smile	wear smile	lit	5
w47	d66	make remark	throw remark	lit	5
w25	d66	make remark	throw remark	lit	4
w46	d66	make remark	throw remark	lit	5
w43	d66	make remark	throw remark	lit	5
w2	d66	make remark	throw remark	lit	4
w31	d66	make remark	throw remark	lit	2
w39	d66	make remark	throw remark	lit	5
w44	d66	make remark	throw remark	lit	5
w28	d66	make remark	throw remark	lit	3
w15	d66	make remark	throw remark	lit	2
w42	d66	make remark	throw remark	lit	4
w12	d66	make remark	throw remark	lit	1
w40	d66	make remark	throw remark	lit	4
w18	d66	make remark	throw remark	lit	4
w17	d66	make remark	throw remark	lit	3
w2	d67	determine result	shape result	met	4
w12	d67	determine result	shape result	met	1
w50	d67	determine result	shape result	met	1
w31	d67	determine result	shape result	met	5
w25	d67	determine result	shape result	met	6
w39	d67	determine result	shape result	met	5
w43	d67	determine result	shape result	met	2
w44	d67	determine result	shape result	met	5
w46	d67	determine result	shape result	met	6
w40	d67	determine result	shape result	met	4
w28	d67	determine result	shape result	met	5
w47	d67	determine result	shape result	met	2
w15	d67	determine result	shape result	met	5
w42	d67	determine result	shape result	met	3
w17	d67	determine result	shape result	met	5
w28	d68	solve problem	attack problem	met	3
w43	d68	solve problem	attack problem	met	2
w12	d68	solve problem	attack problem	met	1
w40	d68	solve problem	attack problem	met	5
w15	d68	solve problem	attack problem	met	3
w39	d68	solve problem	attack problem	met	4
w44	d68	solve problem	attack problem	met	5
w42	d68	solve problem	attack problem	met	5
w2	d68	solve problem	attack problem	met	3
w52	d68	solve problem	attack problem	met	2
w47	d68	solve problem	attack problem	met	2
w31	d68	solve problem	attack problem	met	5
w46	d68	solve problem	attack problem	met	5
w17	d68	solve problem	attack problem	met	3
w25	d68	solve problem	attack problem	met	3
w12	d69	practise profession	follow profession	met	2
w43	d69	practise profession	follow profession	met	2
w15	d69	practise profession	follow profession	met	2
w42	d69	practise profession	follow profession	met	5
w50	d69	practise profession	follow profession	met	5
w47	d69	practise profession	follow profession	met	1
w39	d69	practise profession	follow profession	met	5
